,_country,dataorder,number_1,number_10,number_2,number_3,number_4,number_5,number_6,number_7,number_8,number_9,pairwise_1_10,pairwise_1_2,pairwise_1_3,pairwise_1_4,pairwise_1_5,pairwise_1_6,pairwise_1_7,pairwise_1_8,pairwise_1_9,pairwise_2_10,pairwise_2_3,pairwise_2_4,pairwise_2_5,pairwise_2_6,pairwise_2_7,pairwise_2_8,pairwise_2_9,pairwise_3_10,pairwise_3_4,pairwise_3_5,pairwise_3_6,pairwise_3_7,pairwise_3_8,pairwise_3_9,pairwise_4_10,pairwise_4_5,pairwise_4_6,pairwise_4_7,pairwise_4_8,pairwise_4_9,pairwise_5_10,pairwise_5_6,pairwise_5_7,pairwise_5_8,pairwise_5_9,pairwise_6_10,pairwise_6_7,pairwise_6_8,pairwise_6_9,pairwise_7_10,pairwise_7_8,pairwise_7_9,pairwise_8_10,pairwise_8_9,pairwise_9_10,rank_number,rank_pairwise,rank_stars,rating_1,rating_10,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,total_time_10_number,total_time_10_star,total_time_1_10_p,total_time_1_2_p,total_time_1_3_p,total_time_1_4_p,total_time_1_5_p,total_time_1_6_p,total_time_1_7_p,total_time_1_8_p,total_time_1_9_p,total_time_1_number,total_time_1_star,total_time_2_10_p,total_time_2_3_p,total_time_2_4_p,total_time_2_5_p,total_time_2_6_p,total_time_2_7_p,total_time_2_8_p,total_time_2_9_p,total_time_2_number,total_time_2_star,total_time_3_10_p,total_time_3_4_p,total_time_3_5_p,total_time_3_6_p,total_time_3_7_p,total_time_3_8_p,total_time_3_9_p,total_time_3_number,total_time_3_star,total_time_4_10_p,total_time_4_5_p,total_time_4_6_p,total_time_4_7_p,total_time_4_8_p,total_time_4_9_p,total_time_4_number,total_time_4_star,total_time_5_10_p,total_time_5_6_p,total_time_5_7_p,total_time_5_8_p,total_time_5_9_p,total_time_5_number,total_time_5_star,total_time_6_10_p,total_time_6_7_p,total_time_6_8_p,total_time_6_9_p,total_time_6_number,total_time_6_star,total_time_7_10_p,total_time_7_8_p,total_time_7_9_p,total_time_7_number,total_time_7_star,total_time_8_10_p,total_time_8_9_p,total_time_8_number,total_time_8_star,total_time_9_10_p,total_time_9_number,total_time_9_star,total_time_aggr,total_time_final,image_1,image_10,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,winner,time_number,time_pairwise,time_stars,time_diff
164,VEN,pms,3.0,5.0,6.0,2.5,1.0,1.5,9.0,3.5,4.0,0.5,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,4,5,3,3,4,3,1,2,5,3,4,1,2928,2262,3849,19254,4072,3800,2697,2344,2711,2553,9474,23434,5999,1902,4159,4680,5507,4903,2118,2031,2351,3670,2297,3048,2584,4257,2329,4777,6126,3486,7656,5192,2608,3108,2152,3121,2000,3255,3448,1967,2217,2272,6904,2703,3705,3111,3671,11763,3623,3328,5006,3984,2143,3248,2009,2071,5063,2263,2551,1711,2514,1947,3769,7511,1742,406945,61339,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,63319,178136,29483,0 days 00:06:50.000000000
165,SVK,pms,1.0,5.0,100.0,20.0,5.0,70.0,10.0,75.0,90.0,95.0,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,4,4,3,2,1,5,3,2,4,2,4,4,5,2846,1868,2904,1840,3021,2423,2072,23145,2543,1855,4604,10267,5840,4152,2090,2848,4273,2248,2272,2320,7191,8106,2482,4141,4331,2880,2584,3367,4450,2715,3352,2503,3841,2131,2061,3260,2104,2878,3547,2906,2128,2260,2916,2695,2029,5410,2234,12407,2695,2087,2967,3336,2127,2149,2080,2596,3506,2283,3555,2219,2840,2708,2739,2724,2928,627058,165157,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,45934,160066,27879,0 days 00:10:31.000000000
166,SRB,pms,123.0,20.0,50.0,1.0,100.0,100.0,100.0,80.0,50.0,30.0,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,2,3,1,4,4,4,3,2,1,4322,2303,3012,3581,3611,3082,2713,2353,4138,3858,7943,22432,6593,3242,4341,4218,7662,2757,3655,2526,3007,18027,2990,3100,2529,3061,2594,4219,6199,8292,13699,3274,2845,9155,7858,2125,2430,2452,6197,3718,1830,5432,5378,2631,2080,5399,2759,8385,6160,2834,3066,4602,2445,3346,2758,2882,5243,2385,2174,3071,3918,2259,6823,4207,2191,384610,55845,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,88046,181408,30917,0 days 00:06:31.000000000
167,RUS,pms,5.0,5.0,5.0,5.0,5.0,7.0,3.0,5.0,8.0,5.0,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,5,4,4,3,4,5,4,4,5,3,4,5,4,2315,1652,2363,1690,3388,3860,1690,2315,2146,1697,2128,12934,3960,1682,2441,2474,4270,2090,1973,1579,1846,3734,1805,2463,3278,2295,2043,4376,2236,3326,1694,1605,4521,1567,2316,2966,1591,1950,1850,1949,1815,2334,2520,1886,1330,2414,1675,11066,2455,1862,2034,2891,1943,7576,2770,1518,2378,2002,1346,1432,2742,2032,3981,2331,1853,273862,51885,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,35283,120485,20476,0 days 00:04:36.000000000
168,IND,pms,5.0,10.0,5.0,5.0,10.0,15.0,10.0,5.0,30.0,5.0,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,2,5,5,5,3,4,3,3,4,5,3,3,5,2,3607,2296,4384,1823,4496,1768,2200,5465,2143,1671,4239,13337,5569,2040,2719,3350,6439,11304,2008,1974,1903,3536,2431,2800,1895,2751,6208,5336,3488,2191,2583,1911,5200,3080,1880,1849,2385,2855,3856,1985,2264,2265,4432,2112,1977,4408,1831,10304,4184,1569,6944,2928,1975,2952,2480,2231,2392,2128,1896,2311,2952,1760,3417,3025,1784,343137,87616,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,42624,153182,23670,0 days 00:05:48.000000000
169,SRB,pms,125.0,100.0,250.0,200.0,220.0,300.0,230.0,280.0,240.0,260.0,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,3,4,5,3,2,4,4,4,5,4,5,4,5,5813,2662,1896,2594,5528,3303,2495,3496,2903,2810,4056,12140,5213,1751,2415,3254,3382,2753,2367,2144,2336,5814,3131,2079,3936,2718,3672,3804,5071,2855,4885,2808,1805,2424,3380,3080,2654,2577,5186,3568,2010,2432,2919,2151,1784,4428,3031,6430,3054,6864,4939,6272,2832,2271,1939,2112,4319,3327,2624,2312,4998,2599,2440,4464,3600,384877,123628,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,58319,135819,32771,0 days 00:06:32.000000000
170,SRB,pms,1.0,2.0,10.0,4.0,2.0,8.0,9.0,5.0,10.0,9.0,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,4,5,5,1,1,4,3,2,5,5,4,5,5,3367,1847,2616,1940,3440,2684,2616,2094,1976,1953,21640,22856,7667,2090,2826,4894,12625,3303,1842,2521,1930,4211,3611,2546,3997,2780,3029,3104,3391,4113,3051,2034,2814,1882,2583,2595,2079,2272,2595,1902,2663,3258,3231,6406,2566,3752,1746,13039,4471,2512,5553,3910,1798,2609,3066,2521,3849,2440,2272,2560,3010,1794,3144,2573,1877,626706,331288,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,53174,170046,26716,0 days 00:10:29.000000000
171,RUS,pms,10.0,80.0,30.0,20.0,70.0,100.0,70.0,95.0,100.0,95.0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,5,5,5,2,4,3,2,4,5,4,5,5,5,6467,3073,2821,4098,6311,2469,2422,2867,2297,2136,4161,59662,7652,6913,5724,9015,6826,5665,2495,2354,2232,14834,8482,4324,3289,2510,2588,6791,6151,3696,6137,4201,2315,3433,2750,4426,8510,2995,6022,3538,2240,2031,4624,8603,2841,7086,2194,24687,4091,2868,45498,5330,2423,2776,3819,2106,9249,2504,6706,7119,4680,1889,3228,5146,3708,597456,120664,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,124613,247821,39664,0 days 00:10:01.000000000
172,TUR,pms,10.0,9.0,10.0,6.0,9.0,9.0,9.0,7.0,10.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,4,3,5,5,5,5,2,5,5,5,4,5,2,3387,1825,4028,5746,1952,3230,1939,2099,1693,2036,1902,19470,2593,5186,1541,5354,5364,2294,1781,1912,1909,3584,1889,2064,2653,1857,2309,3744,2713,2091,5294,5446,2099,2911,3294,1893,1955,2057,3165,2237,1915,2378,1634,2532,1736,3184,1804,8168,2105,3595,2064,9808,1944,1693,1849,3468,3549,2177,1927,1704,3079,1822,2074,2928,2001,290801,60336,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,57448,120448,23738,0 days 00:04:54.000000000
173,HRV,pms,9.0,5.0,10.0,2.0,5.0,6.0,2.0,9.5,5.5,8.9,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,3,5,4,5,3,5,2,3,4,2,5,4,5,4817,2191,1464,2016,1591,2160,2120,1696,2305,1423,3631,17307,5295,1501,2463,1625,1760,1459,1719,1563,2584,2974,2151,7687,1728,1775,2463,1760,2199,1785,2838,2479,2077,2391,2551,3728,1528,2202,2286,6018,2822,1815,2800,2118,4752,2296,2071,4936,1675,2088,1725,4096,2366,1817,1584,2411,9353,3408,2249,1567,5471,2026,2303,5863,2237,328373,114559,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,57301,103616,30242,0 days 00:05:29.000000000
174,RUS,pms,3.0,1.0,1.0,3.0,5.0,9.0,7.0,8.0,10.0,3.0,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,5,3,4,3,1,2,3,3,4,3,4,5,2,6887,1609,2827,2817,5617,2001,2056,3302,1785,1879,3288,19643,4834,4242,2782,3342,3909,3677,1976,1941,2934,4706,1891,2892,2493,3057,2221,2746,2263,3173,4277,2003,2040,2033,2840,2776,1836,2374,3348,2402,1835,1793,2068,2482,1631,3020,1831,7073,2253,1980,3985,3992,1664,1997,2435,19573,2358,1834,1722,1725,2453,1864,5137,2139,1942,431256,41804,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,52823,140808,21874,0 days 00:07:14.000000000
175,RUS,pms,10.0,2.0,25.0,99.0,15.0,20.0,50.0,26.0,22.0,45.0,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,4,5,3,1,1,3,5,2,3,4,2,2,3,4583,2319,5037,2624,2920,2764,2568,3020,3959,2477,9637,20770,5329,2231,3017,11189,10395,3703,2921,2218,3905,7159,4317,2309,2643,2855,2258,6825,10097,3629,8470,2387,3544,2434,2720,3568,2439,2934,7679,5294,2567,2631,6567,2263,2857,8549,2383,17277,2573,2959,7358,5953,3385,4306,3412,2295,8608,3320,2608,2335,5155,2824,3112,5806,5641,723744,287199,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,82732,187960,37199,0 days 00:12:07.000000000
176,COL,pms,100.0,1000.0,200.0,240.0,2000.0,1900.0,600.0,500.0,700.0,1000.0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,3,5,4,1,4,2,2,5,4,3,3,4,4,7782,3769,4156,3922,15548,7023,6928,6511,7138,3602,13817,19755,8211,7306,12765,9761,24184,13758,4204,4131,4290,13012,3754,12204,7865,7230,4022,38006,9938,8593,13333,3769,10984,5912,3323,7934,9813,8398,57029,4518,5690,3934,13321,12821,3222,6007,4033,104682,8282,7382,12835,7356,3729,11674,3801,4492,7579,3698,6951,5289,6957,3216,14867,9511,3576,831240,74935,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,148321,502509,42273,0 days 00:13:55.000000000
177,ESP,pms,5.0,200.0,500.0,200.0,300.0,250.0,300.0,1000.0,250.0,500.0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,4,5,3,2,2,4,2,3,3,4,5,3,4,5946,4629,4395,4590,5205,5897,5029,3818,4170,5976,6445,14065,8136,3975,5156,6961,7596,5848,4822,4571,5331,9555,5069,6513,7119,9110,4103,7129,7656,4609,8631,5294,3702,8360,4853,4814,5790,5117,7061,4356,5956,4374,4091,6426,3838,6094,3711,11387,5771,4990,7968,6915,4210,4882,4170,3905,7608,4404,4491,5108,7287,4150,5772,6146,4006,515558,88257,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,79308,251789,47965,0 days 00:08:39.000000000
178,MEX,pms,75.0,90.0,75.0,50.0,60.0,90.0,65.0,80.0,75.0,75.0,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,5,5,5,4,5,4,3,3,5,3,4,3,4,3355,2039,2395,4101,1596,2982,1620,6414,4554,3265,18927,8796,4223,1768,1755,1965,4074,1792,2750,1645,2162,3940,2369,1819,2113,2222,2025,2330,2271,2406,4151,2530,2580,7157,2725,1793,2813,2381,7939,2049,2468,1780,1620,2529,1792,4566,2051,9638,1684,2787,1964,4535,2542,1706,1843,2026,4305,2038,1744,2074,6966,3735,2025,3559,2332,262913,44268,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,52112,136080,25908,0 days 00:04:31.000000000
179,IDN,pms,5.0,1.0,4.0,6.0,0.1,6.0,4.0,8.0,3.0,2.0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,4,5,4,1,2,4,1,5,4,3,2,1,2301,3250,2016,2224,5194,2200,5064,2050,3901,1695,4560,39254,6402,1791,5657,3503,4320,6639,39769,1998,2733,6933,2711,5394,2545,5893,2620,4443,4581,2857,3144,3981,4136,1919,2063,2213,4320,2434,29894,2671,2143,2839,8100,1911,1759,5804,3121,46116,5215,2621,4821,6460,2360,2830,2169,1788,4104,2733,3046,3414,5567,3737,3207,2485,2045,737880,160961,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,105946,232711,33011,0 days 00:12:30.000000000
180,USA,pms,1.5,0.01,5.0,0.01,10.0,4.0,3.0,3.0,7.0,4.0,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,3,5,3,1,1,4,1,5,2,2,3,4,3,6513,3136,5375,5048,8873,5191,7032,5511,8143,4976,15357,20833,6055,4415,7855,8504,18730,10704,5232,12640,6072,8127,3896,11343,5520,15896,5560,12256,9408,7831,9633,3288,5856,4296,4505,6192,6528,4976,5207,3280,5439,11919,7024,5376,11048,5800,3352,27464,7039,6167,11295,4788,3567,6344,4951,7480,4293,3391,5081,4455,5351,3456,8192,5480,4000,652416,74925,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,76025,369099,37421,0 days 00:10:54.000000000
